# JMP-table dispatch audit
# total sites: 5450
#
# Summary:
#   static_target           5142  (JMP with statically resolved target — safe)
#   in_function_switch         0  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register          56  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry          99    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table           151    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      2    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$05E984  in func $05E936  base $085940  kind=static_target
$05EA4C  in func $05EA4C  base $01ABB6  kind=static_target
$05EA64  in func $05EA52  base $084920  kind=static_target
$05EAD6  in func $05EAC6  base $084060  kind=static_target
$05EAEE  in func $05EADC  base $0843AE  kind=static_target
$05EB66  in func $05EB5C  base $05EB6A  kind=fallback_hybrid/offset_table
$05EBC0  in func $05EBB4  base $084920  kind=static_target
$05EBEA  in func $05EBE4  base $084920  kind=static_target
$05EC30  in func $05EC14  base $01ABC6  kind=static_target
$05EC36  in func $05EC36  base $01ABB6  kind=static_target
$05EC88  in func $05EC88  base $01ABC6  kind=static_target
$05ECAE  in func $05ECA8  base $08498C  kind=static_target
$05ED30  in func $05ED18  base $01ABC6  kind=static_target
$05ED64  in func $05ED4A  base $01ABC6  kind=static_target
$05EDA6  in func $05EDA6  base $01ABC6  kind=static_target
$05EDEC  in func $05EDE6  base $05EDF0  kind=fallback_hybrid/offset_table
$05EF22  in func $05EF0E  base $01ABC6  kind=static_target
$05EF50  in func $05EF3E  base $01ABC6  kind=static_target
$05EF56  in func $05EF56  base $01ABB6  kind=static_target
$05EF62  in func $05EF5C  base $01ABC6  kind=static_target
$05EFB4  in func $05EFAA  base $000000  kind=dynamic_register
$05F1A8  in func $05F18A  base $000000  kind=dynamic_register
$05F1FE  in func $05F1F6  base $01ABC6  kind=static_target
$05F204  in func $05F204  base $0852A0  kind=static_target
$05F2DC  in func $05F2D8  base $084060  kind=static_target
$05F30E  in func $05F2F8  base $01ABC6  kind=static_target
$05F398  in func $05F398  base $01ABC6  kind=static_target
$05F3A4  in func $05F39E  base $01ABC6  kind=static_target
$05F3CC  in func $05F3AA  base $084060  kind=static_target
$05F3E4  in func $05F3DA  base $01ABC6  kind=static_target
$05F40A  in func $05F400  base $01ABC6  kind=static_target
$05F47A  in func $05F46A  base $01ABC6  kind=static_target
$05F4F4  in func $05F4E4  base $01ABC6  kind=static_target
$05F5AE  in func $05F59A  base $001AD2  kind=static_target
$05F5D0  in func $05F5C2  base $01ABC6  kind=static_target
$05F64E  in func $05F644  base $001AD2  kind=static_target
$05F6E4  in func $05F6DA  base $01ABC6  kind=static_target
$05F718  in func $05F712  base $01ABC6  kind=static_target
$05F738  in func $05F71E  base $01ABC6  kind=static_target
$05F7C6  in func $05F7AC  base $001AD2  kind=static_target
$05F7D2  in func $05F7CC  base $08598A  kind=static_target
$05F7FC  in func $05F7EA  base $084060  kind=static_target
$05F826  in func $05F802  base $084580  kind=static_target
$05F82C  in func $05F82C  base $08459C  kind=static_target
$05F846  in func $05F832  base $084580  kind=static_target
$05F894  in func $05F85A  base $084580  kind=static_target
$05F938  in func $05F92E  base $001AD2  kind=static_target
$05F946  in func $05F946  base $01ABC6  kind=static_target
$05F980  in func $05F970  base $001AD2  kind=static_target
$05FAC8  in func $05FAB4  base $01ABC6  kind=static_target
$05FB14  in func $05FB14  base $01ABC6  kind=static_target
$05FB9A  in func $05FB90  base $01ABC6  kind=static_target
$05FC88  in func $05FC78  base $0852A0  kind=static_target
$05FCF6  in func $05FCEC  base $08598A  kind=static_target
$05FD82  in func $05FD82  base $01ABB6  kind=static_target
$05FD9A  in func $05FD88  base $085FA0  kind=static_target
$05FE18  in func $05FE10  base $01ABB6  kind=static_target
$05FFCE  in func $05FFBE  base $0852A0  kind=static_target
$060D10  in func $060D10  base $01ABC6  kind=static_target
$060D2C  in func $060D1E  base $01ABC6  kind=static_target
$060D52  in func $060D52  base $01ABC6  kind=static_target
$060D90  in func $060D7E  base $01ABC6  kind=static_target
$060DA6  in func $060D96  base $0852A0  kind=static_target
$060E46  in func $060E46  base $01ABC6  kind=static_target
$060E86  in func $060E80  base $01ABC6  kind=static_target
$060E9C  in func $060E8C  base $01ABC6  kind=static_target
$060F22  in func $060F0E  base $01ABC6  kind=static_target
$060F28  in func $060F28  base $01ABB6  kind=static_target
$060F6C  in func $060F64  base $01ABB6  kind=static_target
$060F88  in func $060F80  base $01ABB6  kind=static_target
$060F8E  in func $060F8E  base $01ABC6  kind=static_target
$061018  in func $061012  base $01ABC6  kind=static_target
$06103E  in func $06103E  base $01ABC6  kind=static_target
$061070  in func $061050  base $01ABB8  kind=static_target
$0610DA  in func $0610C6  base $01ABC6  kind=static_target
$06112A  in func $061120  base $001358  kind=static_target
$061156  in func $06114E  base $0860F2  kind=static_target
$0611D0  in func $061176  base $001380  kind=static_target
$0611FA  in func $0611D6  base $001358  kind=static_target
$061224  in func $061200  base $001358  kind=static_target
$06124E  in func $06122A  base $001358  kind=static_target
$06131E  in func $061314  base $000000  kind=dynamic_register
$061382  in func $061362  base $084220  kind=static_target
$061676  in func $06166A  base $01ABB6  kind=static_target
$0617B2  in func $061794  base $0860F2  kind=static_target
$0617B8  in func $0617B8  base $084400  kind=static_target
$0617D6  in func $0617BE  base $01ABC6  kind=static_target
$0618DE  in func $0618D0  base $0851D8  kind=static_target
$061922  in func $061918  base $01ABC6  kind=static_target
$061964  in func $061928  base $01ABC6  kind=static_target
$061988  in func $06196A  base $0851CC  kind=static_target
$061D5C  in func $061D4C  base $000000  kind=dynamic_register
$061DAA  in func $061D92  base $01ABC6  kind=static_target
$061DEE  in func $061DBE  base $084060  kind=static_target
$061E1E  in func $061E02  base $085940  kind=static_target
$061E64  in func $061E64  base $08488A  kind=static_target
$061EA2  in func $061E96  base $08488A  kind=static_target
$061EE6  in func $061EE0  base $08488A  kind=static_target
$061F1C  in func $061F10  base $01AB52  kind=static_target
$061F5A  in func $061F44  base $0852A0  kind=static_target
$061F7C  in func $061F70  base $01ABC6  kind=static_target
$061F92  in func $061F82  base $0216B0  kind=static_target
$061FB0  in func $061F98  base $01ABC6  kind=static_target
$062014  in func $062014  base $08488A  kind=static_target
$062036  in func $062022  base $084404  kind=static_target
$062074  in func $06206E  base $08488A  kind=static_target
$0620E4  in func $0620E4  base $084400  kind=static_target
$06210C  in func $0620EA  base $01DCB6  kind=static_target
$06213C  in func $062112  base $085208  kind=static_target
$062158  in func $062158  base $01ABB6  kind=static_target
$0621FA  in func $0621D6  base $085940  kind=static_target
$062210  in func $062200  base $08488A  kind=static_target
$06227A  in func $062274  base $0852A0  kind=static_target
$0622CA  in func $06229E  base $01ABC6  kind=static_target
$06232C  in func $062318  base $084060  kind=static_target
$062338  in func $062332  base $085CA4  kind=static_target
$06235A  in func $062354  base $08488A  kind=static_target
$062452  in func $06244C  base $0852A0  kind=static_target
$06247A  in func $062458  base $01DCB6  kind=static_target
$0624CA  in func $0624CA  base $01ABB6  kind=static_target
$06250A  in func $0624DE  base $085208  kind=static_target
$062548  in func $062528  base $085940  kind=static_target
$0625C4  in func $0625BE  base $08488A  kind=static_target
$06263A  in func $062630  base $0852A0  kind=static_target
$062662  in func $062640  base $085208  kind=static_target
$0626A6  in func $062678  base $084060  kind=static_target
$0626AC  in func $0626AC  base $0851D8  kind=static_target
$0626EE  in func $0626EE  base $08459C  kind=static_target
$062720  in func $0626F4  base $00172C  kind=static_target
$06275A  in func $06273E  base $084220  kind=static_target
$062784  in func $062778  base $084400  kind=static_target
$0627C0  in func $06278A  base $0852A0  kind=static_target
$062854  in func $06284E  base $0850D4  kind=static_target
$0628A4  in func $0628A0  base $08488A  kind=static_target
$0628CC  in func $0628AA  base $085208  kind=static_target
$062908  in func $0628E0  base $084114  kind=static_target
$06292C  in func $062928  base $0845A0  kind=static_target
$06295E  in func $06295E  base $084400  kind=static_target
$062974  in func $062964  base $084400  kind=static_target
$0629C8  in func $0629C0  base $084BC0  kind=static_target
$062A22  in func $062A22  base $0850D4  kind=static_target
$062A98  in func $062A98  base $0850D4  kind=static_target
$062ABC  in func $062AAE  base $0850D4  kind=static_target
$062AF6  in func $062AEE  base $01B588  kind=static_target
$062B52  in func $062B3A  base $085208  kind=static_target
$062BAC  in func $062BA2  base $085940  kind=static_target
$062BCE  in func $062BC0  base $01AB52  kind=static_target
$062C54  in func $062C42  base $01ABC6  kind=static_target
$062C8A  in func $062C76  base $084580  kind=static_target
$062C9E  in func $062C90  base $01AB52  kind=static_target
$062CCC  in func $062CA4  base $062CD0  kind=fallback_hybrid/offset_table
$062DA6  in func $062D70  base $0852A0  kind=static_target
$062DFE  in func $062DDC  base $08458E  kind=static_target
$062E22  in func $062E1A  base $01ABB6  kind=static_target
$062E56  in func $062E56  base $01ABC6  kind=static_target
$062E64  in func $062E5C  base $01ABC6  kind=static_target
$062ECA  in func $062ECA  base $01ABC6  kind=static_target
$062EF6  in func $062EF6  base $01ABC6  kind=static_target
$062F46  in func $062F46  base $085070  kind=static_target
$062F6C  in func $062F6C  base $085070  kind=static_target
$062FAE  in func $062FA2  base $01ABC6  kind=static_target
$062FD4  in func $062FCA  base $01ABC6  kind=static_target
$063006  in func $062FFC  base $0852A0  kind=static_target
$06306E  in func $06306E  base $084920  kind=static_target
$0630B8  in func $0630A6  base $084920  kind=static_target
$063114  in func $0630E0  base $085208  kind=static_target
$063124  in func $06311A  base $0852A0  kind=static_target
$06316A  in func $063134  base $084060  kind=static_target
$06321A  in func $06320E  base $08458E  kind=static_target
$063302  in func $0632F8  base $001AD2  kind=static_target
$06331E  in func $06331E  base $084920  kind=static_target
$063388  in func $063372  base $01ABC6  kind=static_target
$063440  in func $0633D6  base $01ABB6  kind=static_target
$063480  in func $063466  base $01ABC6  kind=static_target
$0634A6  in func $06349A  base $085022  kind=static_target
$0634C4  in func $0634B8  base $085022  kind=static_target
$063546  in func $063542  base $084404  kind=static_target
$06355C  in func $06354C  base $084580  kind=static_target
$06356A  in func $063562  base $08459C  kind=static_target
$06359C  in func $06358E  base $01AB52  kind=static_target
$0635F0  in func $0635C8  base $084580  kind=static_target
$0635F6  in func $0635F6  base $08459C  kind=static_target
$06361A  in func $0635FC  base $084580  kind=static_target
$06367C  in func $06364E  base $0852A0  kind=static_target
$06374A  in func $06374A  base $01ABC6  kind=static_target
$06378A  in func $06378A  base $01ABC6  kind=static_target
$0637E6  in func $063790  base $001AD2  kind=static_target
$063840  in func $063840  base $01ABC6  kind=static_target
$06389C  in func $06389C  base $01ABC6  kind=static_target
$0638D6  in func $0638D0  base $0852A0  kind=static_target
$0638E6  in func $0638DC  base $084040  kind=static_target
$063910  in func $063910  base $084920  kind=static_target
$063956  in func $063946  base $084920  kind=static_target
$0639A0  in func $06395C  base $000000  kind=dynamic_register
$0639C6  in func $0639B6  base $000000  kind=dynamic_register
$063A10  in func $0639C8  base $001AD2  kind=static_target
$063A40  in func $063A3A  base $01ABC6  kind=static_target
$063A64  in func $063A52  base $085070  kind=static_target
$063A86  in func $063A6A  base $01ABC6  kind=static_target
$063AC4  in func $063A96  base $085940  kind=static_target
$063AEC  in func $063AE8  base $08468C  kind=static_target
$063B0A  in func $063AF2  base $084580  kind=static_target
$063B14  in func $063B10  base $08468C  kind=static_target
$063B8E  in func $063B84  base $001AD2  kind=static_target
$063C38  in func $063C14  base $085E3A  kind=static_target
$063C7A  in func $063C7A  base $01ABC6  kind=static_target
$063CA6  in func $063CA6  base $01ABC6  kind=static_target
$063CE6  in func $063CE6  base $01ABC6  kind=static_target
$063D14  in func $063D0E  base $01ABB6  kind=static_target
$063DDA  in func $063DD4  base $0852A0  kind=static_target
$063DFA  in func $063DE0  base $01ABC6  kind=static_target
$063E0E  in func $063E0A  base $085022  kind=static_target
$063E18  in func $063E14  base $085022  kind=static_target
$063ED4  in func $063EBE  base $084580  kind=static_target
$063F36  in func $063F20  base $084580  kind=static_target
$063FD2  in func $063FC0  base $084580  kind=static_target
$064016  in func $064016  base $08450E  kind=static_target
$064034  in func $06401C  base $084580  kind=static_target
$06408A  in func $064066  base $084580  kind=static_target
$064146  in func $064132  base $084580  kind=static_target
$06417E  in func $064164  base $084580  kind=static_target
$0641E6  in func $0641C4  base $084580  kind=static_target
$064252  in func $064242  base $084580  kind=static_target
$0642EA  in func $0642BC  base $084580  kind=static_target
$064350  in func $064350  base $084688  kind=static_target
$064384  in func $064356  base $001AD2  kind=static_target
$0643B8  in func $0643A4  base $084220  kind=static_target
$06445A  in func $064450  base $084580  kind=static_target
$064510  in func $0644FC  base $00172C  kind=static_target
$06456E  in func $06453C  base $084580  kind=static_target
$0645CE  in func $0645B0  base $084580  kind=static_target
$0645DA  in func $0645D4  base $08450E  kind=static_target
$06460A  in func $0645E0  base $084580  kind=static_target
$064662  in func $06463C  base $084580  kind=static_target
$0646F0  in func $0646B8  base $084580  kind=static_target
$064752  in func $06471A  base $084580  kind=static_target
$0647C0  in func $06478E  base $084580  kind=static_target
$064804  in func $0647EC  base $084580  kind=static_target
$0648B2  in func $0648B2  base $084688  kind=static_target
$0648DC  in func $0648B8  base $084580  kind=static_target
$06497E  in func $064964  base $084220  kind=static_target
$064984  in func $064984  base $084688  kind=static_target
$0649A8  in func $06498A  base $084580  kind=static_target
$0649AE  in func $0649AE  base $084688  kind=static_target
$0649D0  in func $0649B4  base $084220  kind=static_target
$064A30  in func $064A1C  base $084580  kind=static_target
$064A36  in func $064A36  base $084688  kind=static_target
$064A68  in func $064A3C  base $084580  kind=static_target
$064ABA  in func $064A8E  base $084580  kind=static_target
$064B0A  in func $064AE2  base $084580  kind=static_target
$064B64  in func $064B60  base $084580  kind=static_target
$064BB2  in func $064B80  base $084580  kind=static_target
$064BC0  in func $064BB8  base $08459C  kind=static_target
$064BF4  in func $064BC6  base $084580  kind=static_target
$064BFA  in func $064BFA  base $08450E  kind=static_target
$064C1E  in func $064C00  base $084580  kind=static_target
$064C6A  in func $064C5C  base $01ABC6  kind=static_target
$064D14  in func $064D04  base $085FA0  kind=static_target
$064E22  in func $064E00  base $085FA0  kind=static_target
$064EEC  in func $064EEC  base $01ABC6  kind=static_target
$064EFE  in func $064EF2  base $01ABC6  kind=static_target
$064F1A  in func $064F04  base $084060  kind=static_target
$064F6A  in func $064F66  base $01ABC6  kind=static_target
$064F9A  in func $064F8A  base $084914  kind=static_target
$064FD6  in func $064FD2  base $084914  kind=static_target
